identificationdocumentusedescriptorid,parentusi,personalinformationverificationdescriptorid,documenttitle,documentexpirationdate,issuerdocumentidentificationcode,issuername,issuercountrydescriptorid,createdate
"1012","1760","1732",,,,,,"2020-11-13 14:16:00.068052"
"1012","1763","1729",,,,,,"2020-11-13 14:16:00.084602"
"1012","1764","1725",,,,,,"2020-11-13 14:16:00.093379"
"1012","1767","1735",,,,,,"2020-11-13 14:16:00.106957"
"1012","1769","1732",,,,,,"2020-11-13 14:16:00.115093"
"1012","1776","1726",,,,,,"2020-11-13 14:16:00.157747"
"1012","1777","1728",,,,,,"2020-11-13 14:16:00.166550"
"1012","1779","1735",,,,,,"2020-11-13 14:16:00.171667"
"1012","1783","1730",,,,,,"2020-11-13 14:16:00.204600"
"1012","1788","1728",,,,,,"2020-11-13 14:16:00.227008"
"1012","1790","1726",,,,,,"2020-11-13 14:16:00.241374"
"1012","1792","1731",,,,,,"2020-11-13 14:16:00.247998"
"1012","1796","1731",,,,,,"2020-11-13 14:16:00.270176"
"1012","1799","1727",,,,,,"2020-11-13 14:16:00.287962"
"1012","1802","1731",,,,,,"2020-11-13 14:16:00.308746"
"1012","1807","1728",,,,,,"2020-11-13 14:16:00.329224"
"1012","1810","1729",,,,,,"2020-11-13 14:16:00.347019"
"1012","1813","1730",,,,,,"2020-11-13 14:16:00.353267"
"1012","1816","1728",,,,,,"2020-11-13 14:16:00.372335"
"1012","1818","1727",,,,,,"2020-11-13 14:16:00.388514"
"1012","1821","1730",,,,,,"2020-11-13 14:16:00.395815"
"1012","1822","1727",,,,,,"2020-11-13 14:16:00.408619"
"1012","1824","1726",,,,,,"2020-11-13 14:16:00.414738"
"1012","1826","1726",,,,,,"2020-11-13 14:16:00.428664"
"1012","1828","1729",,,,,,"2020-11-13 14:16:00.435081"
"1012","1831","1732",,,,,,"2020-11-13 14:16:00.452114"
"1012","1837","1733",,,,,,"2020-11-13 14:16:00.480564"
"1012","1838","1729",,,,,,"2020-11-13 14:16:00.492930"
"1012","1840","1731",,,,,,"2020-11-13 14:16:00.498245"
"1012","1843","1734",,,,,,"2020-11-13 14:16:00.518438"
"1012","1845","1736",,,,,,"2020-11-13 14:16:00.523749"
"1012","1846","1734",,,,,,"2020-11-13 14:16:00.534209"
"1012","1848","1724",,,,,,"2020-11-13 14:16:00.541043"
"1012","1849","1727",,,,,,"2020-11-13 14:16:00.547251"
"1012","1850","1729",,,,,,"2020-11-13 14:16:00.555806"
"1012","1852","1724",,,,,,"2020-11-13 14:16:00.562753"
"1012","1854","1731",,,,,,"2020-11-13 14:16:00.576667"
"1012","1856","1729",,,,,,"2020-11-13 14:16:00.584359"
"1012","1858","1734",,,,,,"2020-11-13 14:16:00.599066"
"1012","1860","1731",,,,,,"2020-11-13 14:16:00.605494"
"1012","1862","1724",,,,,,"2020-11-13 14:16:00.619090"
"1012","1866","1731",,,,,,"2020-11-13 14:16:00.639117"
"1012","1869","1737",,,,,,"2020-11-13 14:16:00.656662"
"1012","1591","1732",,,,,,"2020-11-13 14:15:58.771985"
"1012","1593","1730",,,,,,"2020-11-13 14:15:58.904556"
"1012","1600","1731",,,,,,"2020-11-13 14:15:58.937920"
"1012","1601","1725",,,,,,"2020-11-13 14:15:58.949475"
"1012","1602","1730",,,,,,"2020-11-13 14:15:58.973822"
"1012","1608","1734",,,,,,"2020-11-13 14:15:58.999426"
"1012","1610","1731",,,,,,"2020-11-13 14:15:59.018381"
"1012","1617","1723",,,,,,"2020-11-13 14:15:59.049533"
"1012","1619","1725",,,,,,"2020-11-13 14:15:59.069591"
"1012","1622","1728",,,,,,"2020-11-13 14:15:59.089524"
"1012","1625","1723",,,,,,"2020-11-13 14:15:59.096669"
"1012","1626","1723",,,,,,"2020-11-13 14:15:59.110035"
"1012","1629","1736",,,,,,"2020-11-13 14:15:59.120660"
"1012","1632","1737",,,,,,"2020-11-13 14:15:59.140180"
"1012","1634","1729",,,,,,"2020-11-13 14:15:59.154080"
"1012","1638","1730",,,,,,"2020-11-13 14:15:59.177103"
"1012","1644","1734",,,,,,"2020-11-13 14:15:59.209853"
"1012","1645","1726",,,,,,"2020-11-13 14:15:59.216797"
"1012","1647","1725",,,,,,"2020-11-13 14:15:59.225859"
"1012","1649","1737",,,,,,"2020-11-13 14:15:59.237837"
"1012","1651","1733",,,,,,"2020-11-13 14:15:59.250159"
"1012","1655","1724",,,,,,"2020-11-13 14:15:59.274171"
"1012","1657","1732",,,,,,"2020-11-13 14:15:59.284736"
"1012","1664","1725",,,,,,"2020-11-13 14:15:59.318246"
"1012","1666","1732",,,,,,"2020-11-13 14:15:59.332384"
"1012","1668","1728",,,,,,"2020-11-13 14:15:59.339084"
"1012","1669","1726",,,,,,"2020-11-13 14:15:59.346880"
"1012","1670","1731",,,,,,"2020-11-13 14:15:59.353938"
"1012","1672","1736",,,,,,"2020-11-13 14:15:59.362045"
"1012","1673","1728",,,,,,"2020-11-13 14:15:59.370395"
"1012","1678","1726",,,,,,"2020-11-13 14:15:59.396568"
"1012","1684","1730",,,,,,"2020-11-13 14:15:59.423953"
"1012","1685","1723",,,,,,"2020-11-13 14:15:59.436637"
"1012","1687","1737",,,,,,"2020-11-13 14:15:59.444279"
"1012","1692","1724",,,,,,"2020-11-13 14:15:59.698911"
"1012","1697","1726",,,,,,"2020-11-13 14:15:59.720636"
"1012","1699","1726",,,,,,"2020-11-13 14:15:59.742351"
"1012","1704","1726",,,,,,"2020-11-13 14:15:59.763327"
"1012","1707","1729",,,,,,"2020-11-13 14:15:59.788783"
"1012","1710","1730",,,,,,"2020-11-13 14:15:59.794954"
"1012","1714","1723",,,,,,"2020-11-13 14:15:59.815590"
"1012","1715","1733",,,,,,"2020-11-13 14:15:59.832340"
"1012","1718","1737",,,,,,"2020-11-13 14:15:59.838536"
"1012","1720","1727",,,,,,"2020-11-13 14:15:59.852879"
"1012","1722","1723",,,,,,"2020-11-13 14:15:59.857937"
"1012","1724","1723",,,,,,"2020-11-13 14:15:59.870614"
"1012","1726","1737",,,,,,"2020-11-13 14:15:59.882833"
"1012","1727","1723",,,,,,"2020-11-13 14:15:59.891454"
"1012","1729","1725",,,,,,"2020-11-13 14:15:59.898964"
"1012","1733","1724",,,,,,"2020-11-13 14:15:59.918111"
"1012","1734","1735",,,,,,"2020-11-13 14:15:59.925479"
"1012","1735","1733",,,,,,"2020-11-13 14:15:59.931908"
"1012","1739","1737",,,,,,"2020-11-13 14:15:59.952209"
"1012","1742","1723",,,,,,"2020-11-13 14:15:59.965213"
"1012","1743","1725",,,,,,"2020-11-13 14:15:59.973688"
"1012","1745","1732",,,,,,"2020-11-13 14:15:59.979417"
"1012","1746","1723",,,,,,"2020-11-13 14:15:59.989055"
"1012","1747","1723",,,,,,"2020-11-13 14:15:59.995267"
"1012","1750","1725",,,,,,"2020-11-13 14:16:00.011704"
"1012","1751","1733",,,,,,"2020-11-13 14:16:00.017403"
"1012","1752","1735",,,,,,"2020-11-13 14:16:00.022974"
"1012","1753","1724",,,,,,"2020-11-13 14:16:00.033071"
"1012","1755","1726",,,,,,"2020-11-13 14:16:00.040987"
"1012","1756","1736",,,,,,"2020-11-13 14:16:00.048171"
"1012","1761","1733",,,,,,"2020-11-13 14:16:00.073768"
"1012","1765","1731",,,,,,"2020-11-13 14:16:00.095616"
"1012","1766","1730",,,,,,"2020-11-13 14:16:00.101153"
"1012","1768","1729",,,,,,"2020-11-13 14:16:00.112519"
"1012","1770","1724",,,,,,"2020-11-13 14:16:00.123828"
"1012","1771","1723",,,,,,"2020-11-13 14:16:00.130200"
"1012","1772","1734",,,,,,"2020-11-13 14:16:00.137724"
"1012","1774","1731",,,,,,"2020-11-13 14:16:00.146446"
"1012","1778","1735",,,,,,"2020-11-13 14:16:00.170887"
"1012","1780","1729",,,,,,"2020-11-13 14:16:00.177205"
"1012","1781","1724",,,,,,"2020-11-13 14:16:00.185685"
"1012","1786","1723",,,,,,"2020-11-13 14:16:00.218371"
"1012","1787","1733",,,,,,"2020-11-13 14:16:00.227009"
"1012","1791","1726",,,,,,"2020-11-13 14:16:00.247985"
"1012","1795","1731",,,,,,"2020-11-13 14:16:00.267655"
"1012","1797","1730",,,,,,"2020-11-13 14:16:00.274023"
"1012","1800","1732",,,,,,"2020-11-13 14:16:00.289296"
"1012","1805","1730",,,,,,"2020-11-13 14:16:00.314678"
"1012","1806","1733",,,,,,"2020-11-13 14:16:00.328537"
"1012","1809","1727",,,,,,"2020-11-13 14:16:00.332795"
"1012","1812","1733",,,,,,"2020-11-13 14:16:00.350363"
"1012","1817","1731",,,,,,"2020-11-13 14:16:00.372321"
"1012","1820","1725",,,,,,"2020-11-13 14:16:00.395752"
"1012","1825","1735",,,,,,"2020-11-13 14:16:00.419715"
"1012","1830","1730",,,,,,"2020-11-13 14:16:00.449390"
"1012","1833","1724",,,,,,"2020-11-13 14:16:00.461470"
"1012","1836","1727",,,,,,"2020-11-13 14:16:00.475340"
"1012","1841","1728",,,,,,"2020-11-13 14:16:00.502763"
"1012","1842","1729",,,,,,"2020-11-13 14:16:00.513761"
"1012","1844","1724",,,,,,"2020-11-13 14:16:00.521662"
"1012","1847","1724",,,,,,"2020-11-13 14:16:00.539492"
"1012","1851","1724",,,,,,"2020-11-13 14:16:00.559477"
"1012","1853","1737",,,,,,"2020-11-13 14:16:00.566868"
"1012","1857","1733",,,,,,"2020-11-13 14:16:00.585734"
"1012","1859","1737",,,,,,"2020-11-13 14:16:00.602167"
"1012","1861","1731",,,,,,"2020-11-13 14:16:00.611935"
"1012","1864","1723",,,,,,"2020-11-13 14:16:00.626505"
"1012","1868","1727",,,,,,"2020-11-13 14:16:00.646461"
"1012","1870","1732",,,,,,"2020-11-13 14:16:00.658552"
"1012","1872","1735",,,,,,"2020-11-13 14:16:00.667197"
"1012","1873","1730",,,,,,"2020-11-13 14:16:00.679080"
"1012","1773","1731",,,,,,"2020-11-13 14:16:00.142204"
"1012","1782","1728",,,,,,"2020-11-13 14:16:00.198566"
"1012","1785","1727",,,,,,"2020-11-13 14:16:00.208169"
"1012","1803","1727",,,,,,"2020-11-13 14:16:00.309185"
"1012","1808","1736",,,,,,"2020-11-13 14:16:00.330098"
"1012","1815","1724",,,,,,"2020-11-13 14:16:00.367337"
"1012","1819","1734",,,,,,"2020-11-13 14:16:00.388990"
"1012","1834","1724",,,,,,"2020-11-13 14:16:00.470227"
"1012","1855","1736",,,,,,"2020-11-13 14:16:00.580478"
"1012","1865","1732",,,,,,"2020-11-13 14:16:00.636795"
"1012","1871","1732",,,,,,"2020-11-13 14:16:00.660799"
"1012","1867","1733",,,,,,"2020-11-13 14:16:00.641451"
