learningstandardid,title,version,uri,publicationdate,publicationyear,publicationstatusdescriptorid,mandatingeducationorganizationid,begindate,enddate,createdate
"110.15.RC.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.614186"
"110.16.11.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.641484"
"110.16.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.653196"
"110.16.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.663576"
"110.16.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.670563"
"110.16.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.680080"
"110.16.16.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:13.706337"
"110.16.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.719080"
"110.16.18.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:13.728923"
"110.16.18.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.740792"
"110.16.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.763845"
"110.16.20.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:13.777725"
"110.16.20.Avii","State Standard",,,,,,,,,"2020-11-13 14:15:13.789336"
"110.16.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.799591"
"110.16.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.819136"
"110.16.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.831209"
"110.16.22.Biv","State Standard",,,,,,,,,"2020-11-13 14:15:13.842551"
"110.16.22.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.852308"
"110.16.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.864347"
"110.16.25","State Standard",,,,,,,,,"2020-11-13 14:15:13.873980"
"110.16.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.884318"
"110.16.26.D","State Standard",,,,,,,,,"2020-11-13 14:15:13.894801"
"110.16.28","State Standard",,,,,,,,,"2020-11-13 14:15:13.905777"
"110.16.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.926680"
"110.16.5","State Standard",,,,,,,,,"2020-11-13 14:15:13.935363"
"110.16.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.949275"
"110.16.9","State Standard",,,,,,,,,"2020-11-13 14:15:13.959841"
"110.16.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.966638"
"110.18.10","State Standard",,,,,,,,,"2020-11-13 14:15:13.990781"
"110.18.10.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.002956"
"110.18.12","State Standard",,,,,,,,,"2020-11-13 14:15:14.013479"
"110.18.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.023418"
"110.18.13.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.036152"
"110.18.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.052730"
"110.18.14.E","State Standard",,,,,,,,,"2020-11-13 14:15:14.061683"
"110.18.15.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:14.073144"
"110.18.16","State Standard",,,,,,,,,"2020-11-13 14:15:14.084028"
"110.18.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.092503"
"110.18.17.Aiv","State Standard",,,,,,,,,"2020-11-13 14:15:14.102393"
"110.18.17.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.111279"
"110.18.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.121492"
"110.18.19.Av","State Standard",,,,,,,,,"2020-11-13 14:15:14.131818"
"110.18.19.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.142970"
"110.18.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.162666"
"110.18.20.Biii","State Standard",,,,,,,,,"2020-11-13 14:15:14.189860"
"110.18.21","State Standard",,,,,,,,,"2020-11-13 14:15:14.200278"
"110.18.22","State Standard",,,,,,,,,"2020-11-13 14:15:14.212394"
"110.18.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.223965"
"110.18.24","State Standard",,,,,,,,,"2020-11-13 14:15:14.235324"
"110.18.25","State Standard",,,,,,,,,"2020-11-13 14:15:14.247065"
"110.18.25.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.255610"
"110.18.26.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.264345"
"110.18.28","State Standard",,,,,,,,,"2020-11-13 14:15:14.275550"
"110.18.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.285249"
"110.18.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.300022"
"110.18.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.310546"
"110.18.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.327290"
"110.18.RC.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.338869"
"110.19.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.349656"
"110.19.10.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.360411"
"110.19.12","State Standard",,,,,,,,,"2020-11-13 14:15:14.371579"
"110.19.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.612822"
"110.19.13","State Standard",,,,,,,,,"2020-11-13 14:15:14.618057"
"110.19.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.624900"
"110.19.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.637791"
"110.19.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.648692"
"110.19.15.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:14.658174"
"110.19.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.666804"
"110.19.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.677994"
"110.19.17.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:14.689617"
"110.19.17.Av","State Standard",,,,,,,,,"2020-11-13 14:15:14.701123"
"110.19.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.713308"
"110.19.18.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.722711"
"110.19.19.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:14.735703"
"110.19.19.Avii","State Standard",,,,,,,,,"2020-11-13 14:15:14.746138"
"110.19.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.765805"
"110.19.20","State Standard",,,,,,,,,"2020-11-13 14:15:14.777246"
"110.19.21","State Standard",,,,,,,,,"2020-11-13 14:15:14.790492"
"110.19.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.803553"
"110.19.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.815379"
"110.19.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.827793"
"110.19.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.847683"
"110.19.27.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.857729"
"110.19.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.869129"
"110.19.5","State Standard",,,,,,,,,"2020-11-13 14:15:14.881131"
"110.19.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.890573"
"110.19.7","State Standard",,,,,,,,,"2020-11-13 14:15:14.899491"
"110.15.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.413739"
"110.15.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.497563"
"110.15.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.508343"
"110.15.9","State Standard",,,,,,,,,"2020-11-13 14:15:13.603202"
"110.16.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.622506"
"110.16.12","State Standard",,,,,,,,,"2020-11-13 14:15:13.645448"
"110.16.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.652122"
"110.16.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.661996"
"110.16.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.673666"
"110.16.15.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.682825"
"110.16.16.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:13.706852"
"110.16.18","State Standard",,,,,,,,,"2020-11-13 14:15:13.719392"
"110.16.18.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:13.727650"
"110.16.19","State Standard",,,,,,,,,"2020-11-13 14:15:13.741011"
"110.16.2","State Standard",,,,,,,,,"2020-11-13 14:15:13.750330"
"110.16.20.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.792191"
"110.16.21.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:13.808941"
"110.16.29","State Standard",,,,,,,,,"2020-11-13 14:15:13.914970"
"110.16.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.925541"
"110.16.RC.D","State Standard",,,,,,,,,"2020-11-13 14:15:13.979328"
"110.18.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.014030"
"110.18.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.052392"
"110.18.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.063997"
"110.18.17","State Standard",,,,,,,,,"2020-11-13 14:15:14.091532"
"110.18.18","State Standard",,,,,,,,,"2020-11-13 14:15:14.112936"
"110.18.2","State Standard",,,,,,,,,"2020-11-13 14:15:14.151878"
"110.18.20.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:14.173844"
"110.18.20.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:14.189857"
"110.18.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.201508"
"110.18.26.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.266096"
"110.18.28.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.277802"
"110.18.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.289685"
"110.18.8","State Standard",,,,,,,,,"2020-11-13 14:15:14.318629"
"110.19.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.371642"
"110.19.19.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.753570"
"110.19.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.795094"
"110.19.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.803646"
"110.19.23.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.816336"
"110.19.25","State Standard",,,,,,,,,"2020-11-13 14:15:14.827840"
"110.19.25.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.839499"
"110.19.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.869623"
"110.19.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.922129"
"110.19.RC.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.931325"
"110.20.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.943284"
"110.20.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.952127"
"110.20.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.965951"
"110.20.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.974216"
"110.20.15.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:15.028050"
"110.20.17","State Standard",,,,,,,,,"2020-11-13 14:15:15.038147"
"110.20.17.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:15.048156"
"110.20.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.058788"
"110.20.21","State Standard",,,,,,,,,"2020-11-13 14:15:15.136606"
"110.20.26.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.230192"
"110.20.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.247200"
"110.20.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.257371"
"110.23.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.305816"
"110.23.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.312723"
"110.23.10.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.322777"
"110.23.10.L","State Standard",,,,,,,,,"2020-11-13 14:15:15.342776"
"110.23.13.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.398795"
"110.23.15.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.439948"
"110.23.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.450873"
"110.23.16.F","State Standard",,,,,,,,,"2020-11-13 14:15:15.461255"
"110.23.17.G","State Standard",,,,,,,,,"2020-11-13 14:15:15.487898"
"110.23.19.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.532097"
"110.23.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.592858"
"110.23.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.613703"
"110.23.7.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.648057"
"110.23.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.669088"
"110.31.1","State Standard",,,,,,,,,"2020-11-13 14:15:15.680024"
"110.31.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.690307"
"110.31.15.Ciii","State Standard",,,,,,,,,"2020-11-13 14:15:15.801435"
"110.31.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.816483"
"110.31.16.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.825638"
"110.31.17.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:15.840750"
"110.31.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.854120"
"110.31.18.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:15.863320"
"110.31.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.880885"
"110.31.23.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.928399"
"110.31.24.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.946412"
"110.31.26","State Standard",,,,,,,,,"2020-11-13 14:15:15.957250"
"110.31.3","State Standard",,,,,,,,,"2020-11-13 14:15:15.965682"
"110.31.5","State Standard",,,,,,,,,"2020-11-13 14:15:15.975849"
"110.31.6","State Standard",,,,,,,,,"2020-11-13 14:15:15.986662"
"110.31.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.997035"
"110.31.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.007989"
"110.31.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.019183"
"110.32.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.029829"
"110.32.11","State Standard",,,,,,,,,"2020-11-13 14:15:16.041639"
"110.32.12","State Standard",,,,,,,,,"2020-11-13 14:15:16.049454"
"110.32.13","State Standard",,,,,,,,,"2020-11-13 14:15:16.061771"
"110.32.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.069901"
"110.32.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.081914"
"110.32.15","State Standard",,,,,,,,,"2020-11-13 14:15:16.091308"
"110.32.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.141064"
"110.32.16.E","State Standard",,,,,,,,,"2020-11-13 14:15:16.379033"
"110.32.17.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:16.390254"
"110.32.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.402161"
"110.32.2","State Standard",,,,,,,,,"2020-11-13 14:15:16.427838"
"110.32.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.449673"
"110.32.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.490911"
"110.32.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.526019"
"110.32.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.768339"
"110.32.8","State Standard",,,,,,,,,"2020-11-13 14:15:16.779228"
"110.32.9","State Standard",,,,,,,,,"2020-11-13 14:15:16.789441"
"110.32.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.802220"
"110.33.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.813151"
"110.33.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.845976"
"110.15.24","State Standard",,,,,,,,,"2020-11-13 14:15:13.516020"
"110.15.24.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:13.526921"
"110.15.24.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.537571"
"110.15.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.547026"
"110.15.28","State Standard",,,,,,,,,"2020-11-13 14:15:13.557152"
"110.15.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.567108"
"110.15.4","State Standard",,,,,,,,,"2020-11-13 14:15:13.575224"
"110.15.6","State Standard",,,,,,,,,"2020-11-13 14:15:13.585185"
"110.15.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.594464"
"110.15.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.601161"
"110.15.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.610840"
"110.15.RC.D","State Standard",,,,,,,,,"2020-11-13 14:15:13.614607"
"110.16.1","State Standard",,,,,,,,,"2020-11-13 14:15:13.621554"
"110.16.11","State Standard",,,,,,,,,"2020-11-13 14:15:13.630980"
"110.16.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.635635"
"110.16.11.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.644003"
"110.16.13","State Standard",,,,,,,,,"2020-11-13 14:15:13.653162"
"110.16.14","State Standard",,,,,,,,,"2020-11-13 14:15:13.661808"
"110.16.14.D","State Standard",,,,,,,,,"2020-11-13 14:15:13.671975"
"110.16.15.D","State Standard",,,,,,,,,"2020-11-13 14:15:13.682528"
"110.16.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.692197"
"110.16.16.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:13.696177"
"110.16.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.704919"
"110.16.17","State Standard",,,,,,,,,"2020-11-13 14:15:13.716603"
"110.16.18.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:13.729697"
"110.16.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.739190"
"110.16.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.752386"
"110.16.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:13.760019"
"110.16.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.769648"
"110.16.20.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:13.773827"
"110.16.20.Av","State Standard",,,,,,,,,"2020-11-13 14:15:13.782641"
"110.16.20.Aviii","State Standard",,,,,,,,,"2020-11-13 14:15:13.790371"
"110.16.21.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:13.801400"
"110.16.21.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:13.805860"
"110.16.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.810247"
"110.16.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.821085"
"110.16.22.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:13.825557"
"110.16.22.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:13.829784"
"110.16.22.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:13.837008"
"110.16.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.845186"
"110.16.23","State Standard",,,,,,,,,"2020-11-13 14:15:13.853050"
"110.16.23.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.857741"
"110.16.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.862539"
"110.16.24.E","State Standard",,,,,,,,,"2020-11-13 14:15:13.873783"
"110.16.25.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.883309"
"110.16.26.C","State Standard",,,,,,,,,"2020-11-13 14:15:13.893790"
"110.16.27.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.904991"
"110.16.3","State Standard",,,,,,,,,"2020-11-13 14:15:13.917511"
"110.16.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.922864"
"110.16.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.934827"
"110.16.6","State Standard",,,,,,,,,"2020-11-13 14:15:13.939439"
"110.16.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.947932"
"110.16.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.956337"
"110.16.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.961023"
"110.16.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.970121"
"110.16.RC.F","State Standard",,,,,,,,,"2020-11-13 14:15:13.981777"
"110.18.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:13.992069"
"110.18.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:13.998357"
"110.18.11","State Standard",,,,,,,,,"2020-11-13 14:15:14.005213"
"110.18.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.010926"
"110.18.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.025477"
"110.18.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.034438"
"110.18.15.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:14.066694"
"110.18.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.074013"
"110.18.15.Biii","State Standard",,,,,,,,,"2020-11-13 14:15:14.082617"
"110.18.17.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:14.098954"
"110.18.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.104108"
"110.18.19.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:14.122464"
"110.18.19.Aiv","State Standard",,,,,,,,,"2020-11-13 14:15:14.131532"
"110.18.19.Aviii","State Standard",,,,,,,,,"2020-11-13 14:15:14.142123"
"110.18.19.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.147920"
"110.18.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.154624"
"110.18.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.158991"
"110.18.20","State Standard",,,,,,,,,"2020-11-13 14:15:14.166267"
"110.18.20.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:14.176582"
"110.18.20.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.189888"
"110.18.20.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.200001"
"110.18.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.212403"
"110.18.23","State Standard",,,,,,,,,"2020-11-13 14:15:14.221893"
"110.18.23.E","State Standard",,,,,,,,,"2020-11-13 14:15:14.234480"
"110.18.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.244697"
"110.18.25.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.253219"
"110.18.26","State Standard",,,,,,,,,"2020-11-13 14:15:14.258029"
"110.18.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.287567"
"110.18.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.296745"
"110.18.6","State Standard",,,,,,,,,"2020-11-13 14:15:14.304492"
"110.18.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.309164"
"110.18.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.317274"
"110.18.RC.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.327919"
"110.18.RC.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.337187"
"110.19.1","State Standard",,,,,,,,,"2020-11-13 14:15:14.348087"
"110.19.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.359051"
"110.19.11","State Standard",,,,,,,,,"2020-11-13 14:15:14.367358"
"110.19.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.614973"
"110.19.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.626216"
"110.19.14","State Standard",,,,,,,,,"2020-11-13 14:15:14.631017"
"110.19.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.637509"
"110.19.14.E","State Standard",,,,,,,,,"2020-11-13 14:15:14.646905"
"110.19.15.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:14.655789"
"110.19.15.Aiv","State Standard",,,,,,,,,"2020-11-13 14:15:14.661263"
"110.19.15.Av","State Standard",,,,,,,,,"2020-11-13 14:15:14.666452"
"110.19.15.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:14.672956"
"110.19.16","State Standard",,,,,,,,,"2020-11-13 14:15:14.677759"
"110.19.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.688573"
"110.19.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.701187"
"110.19.17.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.711706"
"110.19.19","State Standard",,,,,,,,,"2020-11-13 14:15:14.722759"
"110.19.19.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:14.733764"
"110.18.19.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:14.131345"
"110.18.19.Avi","State Standard",,,,,,,,,"2020-11-13 14:15:14.136999"
"110.18.19.Avii","State Standard",,,,,,,,,"2020-11-13 14:15:14.142084"
"110.18.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.154618"
"110.18.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:14.164281"
"110.18.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.170735"
"110.18.20.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:14.174919"
"110.18.20.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:14.189234"
"110.18.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:14.202114"
"110.18.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.211505"
"110.18.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.217371"
"110.18.23.B","State Standard",,,,,,,,,"2020-11-13 14:15:14.224003"
"110.18.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:14.229423"
"110.18.23.D","State Standard",,,,,,,,,"2020-11-13 14:15:14.234468"
