learningstandardid,description,learningstandarditemcode,uri,coursetitle,successcriteria,parentlearningstandardid,namespace,learningstandardcategorydescriptorid,learningstandardscopedescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"110.13.22","Oral and Written Conventions/Handwriting, Capitalization, and Punctuation. Students write legibly and use appropriate capitalization and punctuation conventions in their compositions.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.565395","2020-11-13 14:15:12.564674","c04a92ac-1579-4051-a815-9e1fc2fe9c93","3179"
"110.13.22.Bi","use capitalization for proper nouns.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.576529","2020-11-13 14:15:12.576097","6aec16f9-08cd-4c4d-b5e6-db2f852a79d7","3182"
"110.13.22.Ci","recognize and use punctuation marks, including ending punctuation in sentences.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.587484","2020-11-13 14:15:12.587161","e03450b3-9096-45ef-9134-d6d70b2bf73c","3186"
"110.13.23.A","use phonological knowledge to match sounds to letters to construct unknown words.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.598847","2020-11-13 14:15:12.598550","8466569c-e971-42b7-b7b9-2e3a9f793a12","3190"
"110.13.23.Biii","spell words with common orthographic patterns and rules long vowels (e.g., VCe-hope).",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.609499","2020-11-13 14:15:12.609238","63574e36-d983-414b-bfbf-5fb32aa1302d","3194"
"110.13.23.C","spell high-frequency words from a commonly used list.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.619776","2020-11-13 14:15:12.619368","504b0b55-c55b-4265-94ba-f7f6bb6a0aa3","3196"
"110.13.24.A","generate a list of topics of class-wide interest and formulate open-ended questions about one or two of the topics.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.631351","2020-11-13 14:15:12.631057","f519e0c7-de24-4516-8eee-f8fd4023746d","3201"
"110.13.25.B","use text features (e.g., table of contents, alphabetized index, headings) in age-appropriate reference works (e.g., picture dictionaries) to locate information.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.642584","2020-11-13 14:15:12.642283","6f2abb93-a721-4147-8954-fb63a36ea273","3205"
"110.13.27","Research/Organizing and Presenting Ideas. Students organize and present their ideas and information according to the purpose of the research and their audience.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.654257","2020-11-13 14:15:12.654000","4dd7ba5a-9c9d-445e-a0b8-b58212cf11f9","3210"
"110.13.28.B","follow, restate, and give oral instructions that involve a short related sequence of actions.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.667509","2020-11-13 14:15:12.667219","a088603a-bb8e-4ba4-ab5d-a644306b1b03","3213"
"110.13.3.A","use ideas (e.g., illustrations, titles, topic sentences, key words, and foreshadowing) to make and confirm predictions.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.677876","2020-11-13 14:15:12.677570","7c5ef101-c0d6-4d70-b71b-3ea314d1b11b","3217"
"110.13.30.A","follow agreed-upon rules for discussion, including listening to others, speaking when recognized, and making appropriate contributions.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.689586","2020-11-13 14:15:12.689288","9b95e78b-beb3-4b9f-a510-a5a05c9e0ce6","3221"
"110.13.5.B","use context to determine the relevant meaning of unfamiliar words or multiple-meaning words.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.701419","2020-11-13 14:15:12.701128","f738c6e4-427b-414b-9b70-fbb8fc559eaa","3225"
"110.13.5.D","alphabetize a series of words and use a dictionary or a glossary to find words.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.714360","2020-11-13 14:15:12.714095","5f3d967b-6065-4cc2-b4f6-19508d6ab962","3231"
"110.13.7","Reading/Comprehension of Literary Text/Poetry. Students understand, make inferences and draw conclusions about the structure and elements of poetry and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.834633","2020-11-13 14:15:12.834316","0862e038-8c99-44f0-9c02-2f624bc2a956","3232"
"110.13.9.A","describe similarities and differences in the plots and settings of several works by the same author.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.846821","2020-11-13 14:15:12.846377","4af7f5f2-3ad7-4902-b5ba-591d2c5d9909","3237"
"110.13.RC.B","ask literal questions of text.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.858024","2020-11-13 14:15:12.857676","b5a68dff-f72d-4f27-8570-59192c694bbb","3240"
"110.13.RC.E","retell important events in stories in logical order.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.865300","2020-11-13 14:15:12.865008","235a50ff-4f8a-4d95-9551-79940257cbf5","3243"
"110.13.RC.F","make connections to own experiences, to ideas in other texts, and to the larger community and discuss textual evidence.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.870898","2020-11-13 14:15:12.870044","73ba7337-0a5e-4373-bdc8-0f9c4e5eed28","3244"
"110.14.1.Aiii","decode multisyllabic words in context and independent of context by applying common spelling patterns including changing the final ""y"" to ""i"" (e.g., baby to babies).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.882528","2020-11-13 14:15:12.882280","998d2cfa-1c6b-449c-b89e-1005468a5c28","3249"
"110.14.1.B","use common syllabication patterns to decode words including",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.893509","2020-11-13 14:15:12.893028","c0b6c784-f24f-4dca-a567-22383c5bab73","3253"
"110.14.1.C","decode words applying knowledge of common spelling patterns (e.g., -eigh, -ought).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.905715","2020-11-13 14:15:12.905475","bd5ff695-a24c-47c6-9fef-306cd7594f8d","3258"
"110.13.28.A","listen attentively to speakers and ask relevant questions to clarify information.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.665561","2020-11-13 14:15:12.665251","a37b19b4-84fc-4ce6-ab14-8760bbf39a96","3212"
"110.13.3","Reading/Beginning Reading/Strategies. Students comprehend a variety of texts drawing on useful strategies as needed.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.677848","2020-11-13 14:15:12.677508","9d3caed1-4e9f-47a9-8f2f-05763c19d01a","3216"
"110.13.30","Listening and Speaking/Teamwork. Students work productively with others in teams. Students continue to apply earlier standards with greater complexity.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.688942","2020-11-13 14:15:12.688605","a9053cd9-9c32-4cf2-b6a2-92fbebecf168","3220"
"110.13.5","Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.701213","2020-11-13 14:15:12.700861","ca568497-8d0a-4a40-ae54-331fc5c99e56","3224"
"110.13.6.B","compare different versions of the same story in traditional and contemporary folktales with respect to their characters, settings, and plot.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.714330","2020-11-13 14:15:12.713993","de8799d7-af10-4b7d-99b9-26c57f626165","3228"
"110.13.8.A","identify the elements of dialogue and use them in informal plays.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.836589","2020-11-13 14:15:12.836256","6d40c66b-054f-452b-92e9-546b17e24de8","3234"
"110.13.9","Reading/Comprehension of Literary Text/Fiction. Students understand, make inferences and draw conclusions about the structure and elements of fiction provide evidence from text to support their understanding.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.846656","2020-11-13 14:15:12.845883","4bdc81a6-c1dd-4789-aab9-59619a448547","3236"
"110.13.RC.A","establish purposes for reading selected texts based upon content to enhance comprehension.",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.852439","2020-11-13 14:15:12.852184","4283ca66-d15b-40e0-8bb4-ed81594f52b9","3239"
"110.13.RC.C","monitor and adjust comprehension (e.g., using background knowledge, creating sensory images, rereading a portion aloud, generating questions).",,,"English Language Arts and Reading, Grade 2, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.861569","2020-11-13 14:15:12.861298","9589c336-1eec-4695-8bdf-fbbbbf188671","3242"
"110.14.1","Reading/Beginning Reading Skills/Phonics. Students use the relationships between letters and sounds, spelling patterns, and morphological analysis to decode written English.",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.872640","2020-11-13 14:15:12.872360","c7034d33-0399-416a-9555-5688e28714a0","3245"
"110.14.1.Ai","decode multisyllabic words in context and independent of context by applying common spelling patterns including dropping the final ""e"" and add endings such as -ing, -ed, or -able (e.g., use, using, used, usable).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.877159","2020-11-13 14:15:12.876918","67f1d701-d287-498c-9bfe-2ce5e67a46dc","3247"
"110.14.1.Aii","decode multisyllabic words in context and independent of context by applying common spelling patterns including doubling final consonants when adding an ending (e.g., hop to hopping).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.882309","2020-11-13 14:15:12.881502","9d5006ec-98ab-49cd-8df3-5ee4d1aca38d","3248"
"110.14.1.Av","decode multisyllabic words in context and independent of context by applying common spelling patterns including using knowledge of derivational affixes (e.g., -de, -ful, -able).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.888557","2020-11-13 14:15:12.888019","e88bf394-005e-4439-bdc8-ee25dd9197e9","3251"
"110.14.1.Bi","use common syllabication patterns to decode words including closed syllable (CVC) (e.g., mag-net, splen-did).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.893301","2020-11-13 14:15:12.892919","76011da9-7907-4ddd-bea4-8b76baf09813","3252"
"110.14.1.Biii","use common syllabication patterns to decode words including final stable syllable (e.g., puz-zle, con-trac-tion).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.899629","2020-11-13 14:15:12.899335","fd3e60db-07e6-4a56-88c0-dde6336dd67b","3255"
"110.14.1.Bv","use common syllabication patterns to decode words including vowel digraphs and diphthongs (e.g., ei-ther).",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.904994","2020-11-13 14:15:12.904648","6beb8d0a-6f32-41f8-902a-cefcdff5fdd1","3257"
"110.14.10","Reading/Comprehension of Literary Text/Sensory Language. Students understand, make inferences and draw conclusions about how an author's sensory language creates imagery in literary text and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.915672","2020-11-13 14:15:12.915374","a3e0aa19-3d92-4267-9bbb-01d06c24dfbd","3261"
"110.14.12","Reading/Comprehension of Informational Text/Culture and History. Students analyze, make inferences and draw conclusions about the author's purpose in cultural, historical, and contemporary contexts and provide evidence from the text to support their",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.925369","2020-11-13 14:15:12.925138","77e14605-4a53-4504-8eac-dd6a9366d7e8","3265"
"110.14.13","Reading/Comprehension of Informational Text/Expository Text. Students analyze, make inferences and draw conclusions about expository text and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.932238","2020-11-13 14:15:12.931750","d4790e1d-994c-4c00-8644-c31ee519db91","3268"
"110.14.13.C","identify explicit cause and effect relationships among ideas in texts.",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.939622","2020-11-13 14:15:12.938348","8e5aa9f9-a06a-40de-9998-9a33b1027afa","3269"
"110.14.14","Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis.",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.945912","2020-11-13 14:15:12.945016","50e7019d-d785-4ade-af89-92645b46cc24","3272"
"110.14.15","Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents.",,,"English Language Arts and Reading, Grade 3, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:12.957157","2020-11-13 14:15:12.954740","27463efa-60db-40d9-81f8-3d8e8145b49e","3273"
