assessmentidentifier,assessmentreportingmethoddescriptorid,namespace,studentassessmentidentifier,studentusi,result,resultdatatypetypedescriptorid,createdate
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","LxeBy8aNTDuNex47mj96SNnmajvWbugpcmTU7GI8","854","18","2012","2020-11-13 14:16:32.230393"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","NpLRFMVcjYaRRPYR7BvZzq4YhWZnfnHDlAeWH0Gf","733","11","2012","2020-11-13 14:16:32.239013"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","PqFeaDwWf9yRY4TIUjtfKVH+inSOs1jPPa4vr8bg","767","24","2012","2020-11-13 14:16:32.253380"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","qIZ489DOGJOna5nOAq2umvuJVCHTlleFquc3TC7N","929","14","2012","2020-11-13 14:16:32.272820"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","Sx42csP1bgSv+wyjHkFB5eXJJxpw+vndEgARUEMq","367","20","2012","2020-11-13 14:16:32.291950"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","TeCEYN/C2sRnGrrC9XXH16CWRWxe1gg81MjqT+KK","167","20","2012","2020-11-13 14:16:32.299413"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","VcBtcbZAnRVtl93GdokAJ0V/x4fAp+660xoN0/aw","433","23","2012","2020-11-13 14:16:32.312041"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","wpEU+H97tGvMT1cPs2uOjfjLiR2eqhaIaEX7FC1R","63","25","2012","2020-11-13 14:16:32.343049"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","x8NUJf/zUhYFJaS2ntpqGKTIhNh8tIIirSyqemZ+","243","15","2012","2020-11-13 14:16:32.355904"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","Xs1/aJrku/gnRRLnQonQu0oO0kk1eNvk2WnCP4SF","425","19","2012","2020-11-13 14:16:32.365914"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","Y18EfvSxC8g9SZ9VCBVwMEFoYU9hffxG4kzZysbP","199","14","2012","2020-11-13 14:16:32.378316"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","ZkZ6TKeS4wx2/S7LCHdK5msiLeSqbzDMzRzMfZcf","581","20","2012","2020-11-13 14:16:32.400795"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","zx7IdAAugALDu0NG/qnsbkb2Cn2TCC6xJqpn3tJC","846","14","2012","2020-11-13 14:16:32.410056"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","4G5RBSIe4+X0LrEwzZF4H5bwz3W5F/qrndvnEhwv","63","10","2012","2020-11-13 14:16:32.422501"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","5czt85/K4FfCk+zOMm+cyZRkZJ/xO6LroaUl/dqa","453","10","2012","2020-11-13 14:16:32.428447"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","a9lzXs7waGPhRaXjArTlVewfiYC7mzbFSWYTToz9","846","10","2012","2020-11-13 14:16:32.446557"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","C/mmY0HUUFS0inDsmHPHYH+uSgMxytzp1V3yB5XR","767","10","2012","2020-11-13 14:16:32.467569"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","9tIhWgK3TOtWq9xACEGs/+PGx8qdw1p/WZOI4CmM","67","15","2012","2020-11-13 14:16:31.804816"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","AqPgYfEwcT6cp5Zh7E5zgjZbhLuuVLt9b+3vDSPn","368","25","2012","2020-11-13 14:16:31.820692"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","dGnCSZr7cH/mGGBrnshhjZxdPgqlnliees01tvPq","871","15","2012","2020-11-13 14:16:31.844423"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","eX8gVjFbtSBuqrStZX8E+mPKMCNAFE7+wrfVNz1H","263","20","2012","2020-11-13 14:16:31.855759"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","I1g3GwI10NiEjKdBMHQYFvZJ2guermPD2XYM8FO9","506","17","2012","2020-11-13 14:16:31.876875"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","Jud64O7rCDOQ+7/50nAaCNQuIk8B9cQYbCsN9PhL","493","20","2012","2020-11-13 14:16:31.893016"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","ldi5yctzoMK1ipdr1vVyksO+060Xa6dx2od1jbMc","833","14","2012","2020-11-13 14:16:31.927100"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","Mj4UXWBWO7OyFW0nMTmeNYY6GGCrGHa6pHC1HLjz","453","31","2012","2020-11-13 14:16:31.943820"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","O7/+YCF+KHiWgnrSayxtEU8oGCg1hXK9vL+W7fTb","720","13","2012","2020-11-13 14:16:31.950070"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","OT3EcnDdZuAeFIQmzZQ/+ly/MsEGsPzrPlMZT+s4","63","16","2012","2020-11-13 14:16:31.958653"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","Sf4Nkm0+PFC/kl9bOqaySOzmN8F2yYkwg0+9SDn7","137","22","2012","2020-11-13 14:16:31.968845"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","TbII4pQnRoPKm7VAbbixpFxHapR9fy8TIHh5X+b7","81","17","2012","2020-11-13 14:16:31.983428"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","UqXwywZtGTY4e21H8j4fcfrSngYnPD8v4mdbDuFK","691","20","2012","2020-11-13 14:16:31.998447"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","vJYyNdpglLjegc5N3yHShJnRMFX2bDLDE5t6dK7A","930","15","2012","2020-11-13 14:16:32.006548"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","VPHjGUSemw909QvhGPCyalBCPpiYo0hQ7+PBWSVE","655","18","2012","2020-11-13 14:16:32.014571"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","Wf5mfX73L0iZyk/H3c5Ojtpc/a+cvatVW1wdDQCD","733","25","2012","2020-11-13 14:16:32.024618"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","XorwOrfjEuu/qjMVYIqDpQ4cq0UmL1GlYrKmwgRI","167","13","2012","2020-11-13 14:16:32.040623"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","xqQp6C6mgNGi9rQw9tv84Mxy4SYmj8RLt7h1O8QL","243","14","2012","2020-11-13 14:16:32.049070"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","y1tjw4pFkGvEFX9X24Bwi+f1oRwxR7L5Jgp7jaCa","929","17","2012","2020-11-13 14:16:32.072548"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","ZQM72e/CAcK4AKprMhDEB5+4U2t1z4YSVYioQ/Pr","602","33","2012","2020-11-13 14:16:32.081992"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","362/WUfsdfLrXUkLQAF6I4X5GxNhNWqZ2N/xMXwf","263","21","2012","2020-11-13 14:16:32.106248"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","bdKtMEFEFzuC25TMz8Ad3Mfi46ULzkeGOqSGSjgE","104","22","2012","2020-11-13 14:16:32.123008"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","CduhN+LudTs7RIBA1FAaWQpt4TQ19M8Mz8Kd28FX","871","12","2012","2020-11-13 14:16:32.134332"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","FFUFaKDi+RCHeWZzxhdDILRe2pLgwqjrJYOp7AVW","597","20","2012","2020-11-13 14:16:32.148630"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","fSxG0V+UB0jO0jGejx6o0rJgwG/ya04BhdZ06jHt","636","18","2012","2020-11-13 14:16:32.162970"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","HJshwfhQFVfbQJaiyl5gx6+Voe4Cc+KiGWDeFju8","67","23","2012","2020-11-13 14:16:32.175404"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","ixw8+sFyHMG1gLlZA/c2gPVGligRXwLma0viWuEy","708","13","2012","2020-11-13 14:16:32.196519"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","JZ9/U/Ax68vOrTqmgiuewRiMFihpEavOqQzpSLqp","295","23","2012","2020-11-13 14:16:32.209479"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","LVAGyUpkkv5ioqZYAe1Ub8BB89WydLl4a5MirJGf","493","16","2012","2020-11-13 14:16:32.229349"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","M7nevzm6SWhh4s/yRcCf+UaTBbVsDlXxb6VGA6WU","649","15","2012","2020-11-13 14:16:32.236456"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","P3h+6k/PFDIPqh0DqpWK4aAGlvvugOG3EkTi2YzG","446","21","2012","2020-11-13 14:16:32.251037"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","PX9EVyh1qwbTUqz00OWlxrbHP7vBN4N+Pt9bG8ZB","77","18","2012","2020-11-13 14:16:32.258661"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","Q8wYeWOrC34O7bupGEAE1a/zWHQ4grxOZsEkIKZt","439","15","2012","2020-11-13 14:16:32.265746"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","RBFrgIyrqOg417eeYLwLX0XgOhcFxQKNQlXxB3eP","428","15","2012","2020-11-13 14:16:32.280412"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","SSBPHUPoPtSYVPMyeWdK8Ia/R92DpFuFxnihL2WC","114","21","2012","2020-11-13 14:16:32.285580"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","TKBMQZZw9dkxRjYO3o2wpGW2KUZ16V8SUZNGOCES","482","23","2012","2020-11-13 14:16:32.298832"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","uCBwds9k11ONQrBsD100nX7z4pzRAfrbjft0RI8I","137","23","2012","2020-11-13 14:16:32.311898"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","wAcVNgcijKuRz3kn+V7ACpQASG8ebsJ6QenqqTzD","95","22","2012","2020-11-13 14:16:32.330018"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","wsNpHkv49doOI0Wmul/VGk9v1wWCd8+Qw6JFjQGj","903","18","2012","2020-11-13 14:16:32.342960"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","xlPwVVzOaxQiF7PRISYxvNTyrmhTEkWVyyqF/xjK","5","12","2012","2020-11-13 14:16:32.354970"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","XvxcSZZFfX74QYM0mJiHO9qzY3HUdLz6DgiNQ8Z6","506","20","2012","2020-11-13 14:16:32.370794"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","yh5GDss1hw5odflA8wSc2sX+0GyqdSddRXr3RH8H","404","18","2012","2020-11-13 14:16:32.385703"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","YyNmb1iWiGX3oYRoMf2Trbrb0QRc7Q+m3jRETJ8i","911","23","2012","2020-11-13 14:16:32.391685"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","ZOVO/0WYB43CtEBrZ/1fMzwvq7PPz2hW3vnLSoiK","729","21","2012","2020-11-13 14:16:32.406666"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","/D6vL829a2Txt2xGnIx5Ldj6ArrtTGCxY4zIRD2g","263","2","2012","2020-11-13 14:16:32.411904"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","4prz4+rR+XXUDeY4sLn8Fyk2vS6YwOQwIbgWsL5Q","615","10","2012","2020-11-13 14:16:32.424593"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","6su8u+k8IW6bsjqjMHpKJvzlhck8+B51iOlr2g0D","903","10","2012","2020-11-13 14:16:32.432080"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","8fuOOaBENfqK3zDD1xiCqpAQ4SbsdP7ehWeJWn6p","691","10","2012","2020-11-13 14:16:32.442756"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","bQ5M9zQKgBFSD08wtDLELykPmYsBfxvc5hFJ5l6/","818","10","2012","2020-11-13 14:16:32.448476"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","bUVNCPiMf+i2ZVsKubv+ttXI9LkM5W6uO3BANodJ","5","10","2012","2020-11-13 14:16:32.462925"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","c9MWnbB3llF4t0gWmHrbbQyP2/X7ovDMrj84+DIg","833","10","2012","2020-11-13 14:16:32.490787"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","dJ7qJ/r7Tw9lUaTGavRiR/CTssxaDJCVoVo8XaoW","597","10","2012","2020-11-13 14:16:32.505166"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","drjR/TQx7penyRNJ3F++ls7NbcYaZSaAAzhe5J/y","167","2","2012","2020-11-13 14:16:32.513605"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","FOE+9V9DdJKTsSnNVG5PgIY+EYg4fle5OE9+Q7Zz","367","10","2012","2020-11-13 14:16:32.526220"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","HPwwvTYFur3xzLpb+Opt+kDcQJS3nIv6E4OVBsmR","77","10","2012","2020-11-13 14:16:32.543414"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","awQ5+HjOLlpx50D4TOtcSV2KgZ1eMLUJ32iovjZ9","482","16","2012","2020-11-13 14:16:31.818118"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","JFcefhFNEP+ZvNsiG+emZ+lKEvCrQLnxKG90qhWT","104","24","2012","2020-11-13 14:16:31.887848"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","L17f15ILdJ5gCtS9VWvGlAsReErvsJY1bDsbno5W","367","17","2012","2020-11-13 14:16:31.924500"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","xPRJfej3VCoU3enaw5h2Sc/P6E5wrF3mTvunGouY","446","20","2012","2020-11-13 14:16:32.046770"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","XxTiHZDhcfEmjIa3oYHT1jxAmVGvTxuzrVqrzDxy","567","16","2012","2020-11-13 14:16:32.066306"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","3+oQ8/xlQVJebtUp1lQ9h07xRYMY0OruerLiTVyu","326","22","2012","2020-11-13 14:16:32.100921"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","40B6wWJ/aey9gq4NYfEsL40kgpnCwezFFcbvDYMS","631","14","2012","2020-11-13 14:16:32.119348"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","IhuHpHYiGECODgyg+7GBMieZYs1eElFujVWCsPiA","320","18","2012","2020-11-13 14:16:32.191835"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","wJQE3tqpU774lEHdZAxfBO7FjBJTw2u62B73E39n","615","12","2012","2020-11-13 14:16:32.332066"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","xmSvr7t/TkFBhHKnwxSDBtWOTU8wk6ssQoQVnHlM","368","30","2012","2020-11-13 14:16:32.364770"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","DE7LXXPiG+BkUIisIw4OSlLaIpEfMWSlyPGEvY9I","790","10","2012","2020-11-13 14:16:32.491489"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","N5c5af1Dy3/5zmQ+aZpJBbx+vvSZT2TXV+695ikb","636","10","2012","2020-11-13 14:16:32.595834"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","rslXjq5BZaS8z8xENyvqDGB+WBcUVhyZ9RBYhr6D","647","10","2012","2020-11-13 14:16:32.678578"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","/OYwqot8L1KQOuf5mVud8r7GALJNLxkZKOjsRN71","654","4","2012","2020-11-13 14:16:32.984706"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","5aBfRDECST+hNqMjl4/pWsfq07AYxqUmzk2Jp9ix","594","5","2012","2020-11-13 14:16:33.041275"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","B/yyV+B8TADJuEpaZOuM1Qweg/dscUI0jrzdhK2A","469","7","2012","2020-11-13 14:16:33.075121"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","E70Tn+uDjjstHnVZIVJ23QxSZwMe5H2qipknoqWr","514","6","2012","2020-11-13 14:16:33.151801"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","Fi4/i6vxpHf5w2j2dn2tlFZrZBO2m92U00DgLLti","258","4","2012","2020-11-13 14:16:33.198268"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","ikQ0TXvA3FQZWwsC+r+Qr5hMCua7QPTPMWk+DOO+","423","4","2012","2020-11-13 14:16:33.256255"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","KL5p+JtTE/QiJ7pUnEcjYQOn4V+RD8hYoXVJzP8M","891","5","2012","2020-11-13 14:16:33.294493"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","Mc90xw+W1hclj3iZrapLu/h6BdhZF/Ot96pCxPJZ","123","3","2012","2020-11-13 14:16:33.333279"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","mPzu55+VUzz0i0OTQRWOuxtntggyUnPPIIGKWLGC","365","4","2012","2020-11-13 14:16:33.371613"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","ofMtYXEer9wFE24OhvQxW6g0kBQ7JrZzDncZYnUE","797","7","2012","2020-11-13 14:16:33.413794"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","PsPKOagcS/F1rOqLh5tJYSeytwbx1Wh0hncd0XOx","86","3","2012","2020-11-13 14:16:33.460236"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","qxoBhb0CtDe+NZgyTyeJ6dWp2y2ziI6U5Bo9zjWu","816","3","2012","2020-11-13 14:16:33.502621"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","r8LRdWlO7q7XtISzbdjlwUIWurfLtcABlZPexPAJ","161","3","2012","2020-11-13 14:16:33.535911"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","s+qBDTYUgo1Ts6bWbA2QEXPJqUXUfVOCUjTttfcP","771","9","2012","2020-11-13 14:16:33.576074"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","YN3Ztb5ai/NGztbJ5AWdhltjiGrj48w+DMjyJCgN","197","3","2012","2020-11-13 14:16:33.685645"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","ZTGTYTy69AQWjOBWmT+1HQIVTylvjGAEEnAwZGk2","319","3","2012","2020-11-13 14:16:33.724732"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","1+3DUUNxBdkWqNBdHRxmfsXcahByf4tmciXLQpB+","338","5","2012","2020-11-13 14:16:33.812919"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","5B2+AqwBe7KeJopacH6Ffuq+gFD4v3maj2Kc4BwQ","160","8","2012","2020-11-13 14:16:33.851765"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","6G7dy3IJH3IMf4AuyKg65kKRE2EJKDTmLFZm9290","86","8","2012","2020-11-13 14:16:33.883629"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","H/TSAIyrYC3Rx9QwkA/VOq0VXUSsMlWk8O4TNqNd","49","8","2012","2020-11-13 14:16:34.051412"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","JdRIQDLMgHmwIItWnOfgOrigsSglr7t1G9f3vgbs","665","8","2012","2020-11-13 14:16:34.142854"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","ocXR0Hk+lwNub4iCkOhPgD9Ll4ickUL0LKV0ea5f","883","4","2012","2020-11-13 14:16:34.202358"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","ROj7tUjDird4/05TbesrGt5qUyOHjFcVRpGEewjm","816","3","2012","2020-11-13 14:16:34.263456"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","snp5+w+l4sRZgdHjEI02oKMo1lVseO+OBCylaJk6","310","8","2012","2020-11-13 14:16:34.298041"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","ucWOOGpsi/+C72ydLVv8f6MXbZLlGP3vOxH3rcf6","462","8","2012","2020-11-13 14:16:34.329876"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","XNVsI/w/WpEKBwX+MWLm7uh9HSiczMcfWTaOP04N","161","1","2012","2020-11-13 14:16:34.389227"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","1JGhiRx8ezuZ+sbnX1NzIwjJZ3B4XGy0yADINCcm","365","8","2012","2020-11-13 14:16:34.464674"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","4Y7VtMhIo6A2azaDLoiHXt6maO0R+1Tyi3rKxAUO","160","7","2012","2020-11-13 14:16:34.544882"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","96egjuWvgJqsKReco5W9+hS4wThtg2/VGtWqwlqg","941","8","2012","2020-11-13 14:16:34.830068"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","BtOXAaffI1Qdc0J7du42o5vmcW157+pnaHgaaq7l","744","3","2012","2020-11-13 14:16:34.869604"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","FmK/eA+hbKX3r9YtSVBB17X/erDx665uqt+tR1iF","86","3","2012","2020-11-13 14:16:34.911736"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","I/Uz5dxSO7jXC7mAI3T3L7kpLYv1RUcLiFRbDpwY","464","6","2012","2020-11-13 14:16:34.950882"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","ieoLxU3rxIqovafML4CMhVoLApCSShrzdVnQ/U3T","230","8","2012","2020-11-13 14:16:34.993441"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","JR8txp65tyh7sj2EM6rQc+dpy0Z8JizgnCzZenvM","891","5","2012","2020-11-13 14:16:35.048574"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","vTRA5KhRkuvS4a5HnN9gLb7qVfbrRljqVnOcDzDd","172","15","2012","2020-11-13 14:16:32.314745"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","yBQ41O0MOrGGRW9p1C4OqXOcerEFscqrzTCO2ET4","488","21","2012","2020-11-13 14:16:32.387154"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","ZhbUqqsj6vqggMM3njehGlHJ/EwKGy1NDfZL1m8k","170","15","2012","2020-11-13 14:16:32.395703"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","anSCKzNNefeE6HW2j10P40ycoNmLp7svxyeRNUcd","404","10","2012","2020-11-13 14:16:32.448745"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","C0XZMToY4ers5R21kndNqF/BcBjC1PffApHOz3Ms","493","10","2012","2020-11-13 14:16:32.491551"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","DM0Cho1vBvRDfEGfyMyUhTQ+13EcipIbgzOKmPPB","929","10","2012","2020-11-13 14:16:32.507434"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","Fu7pkqxV0DK2t7IaIRhXgME4foRalZhhUKawWGBD","911","10","2012","2020-11-13 14:16:32.529387"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","hA0Wcxg7x5pRFLm+SE8bBqS5M5RRJIEC2ds1YUdo","246","10","2012","2020-11-13 14:16:32.539149"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","iycBmbfNXXTRkCSQULBfHLOs5Euiu1Z6Bo8FFv2Q","488","10","2012","2020-11-13 14:16:32.555243"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","lH0PJE/S7IAPVBNG5bGuah1J4wxe1cbsp2FfV7oH","81","10","2012","2020-11-13 14:16:32.578998"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","PMP10oe0aDupK2VHcD4tnfnZXMxFE2FSTVjlQ298","142","10","2012","2020-11-13 14:16:32.633564"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","r8cwIkOyMIAXds6STc8A3rZKtiNIXXSfNEhExmUB","482","10","2012","2020-11-13 14:16:32.663408"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","SeZmZ2jt+E/d9Ij6a/SRjrGkO6T968uj4fbvKDZY","95","10","2012","2020-11-13 14:16:32.682948"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","u75JPgwcE0vYAF9unf+x8xBa0jTr6e9XO3n+7VfN","854","10","2012","2020-11-13 14:16:32.850400"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","UbBLI+k9vzJgdkcTfVuM/W0nEyvZlEpN2r3nxyTY","439","10","2012","2020-11-13 14:16:32.867613"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","vzljrrqUWVB9wMV0KXa4rg9T1aC6DtkYr4GdDdkd","631","10","2012","2020-11-13 14:16:32.874030"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","xEMFSWZjNakcrnlD1SXo0U+k21worS0gQnqfFcNR","295","10","2012","2020-11-13 14:16:32.889445"
